size_aana,size_ropani,location,floors,house_age_years,price_npr
10.54,0.659,Bhaktapur,2.0,4,23133000.0
12.25,0.766,Kirtipur,2.5,9,30395000.0
7.58,0.474,Boudha,1.0,8,26966000.0
6.65,0.416,Jhamsikhel,2.0,24,34260000.0
3.91,0.244,Baneshwor,1.0,5,15453000.0
4.05,0.253,Bhaktapur,0.0,27,9136000.0
11.52,0.72,Baluwatar,2.5,6,80457000.0
32.32,2.02,Baneshwor,1.0,9,129265000.0
57.12,3.57,Baneshwor,2.0,29,200579000.0
44.32,2.77,Bhaktapur,1.0,20,85721000.0
10.72,0.67,Kirtipur,1.0,6,26928000.0
29.6,1.85,Lazimpat,2.0,27,155031000.0
18.78,1.174,Budhanilkantha,2.0,21,48244000.0
10.35,0.647,Sanepa,1.0,23,53950000.0
8.26,0.516,Lazimpat,0.0,1,51051000.0
17.83,1.114,Chabahil,2.0,2,68866000.0
2.72,0.17,Chabahil,0.0,18,7934000.0
10.27,0.642,Kirtipur,3.0,4,30030000.0
7.61,0.476,Budhanilkantha,3.0,21,22865000.0
8.48,0.53,Budhanilkantha,2.0,9,25627000.0
6.83,0.427,Kalimati,1.0,7,25051000.0
2.72,0.17,Budhanilkantha,1.0,4,8856000.0
16.78,1.049,Naxal,2.0,25,96184000.0
17.79,1.112,Baneshwor,2.0,7,73405000.0
16.77,1.048,Koteshwor,0.0,23,48724000.0
13.37,0.836,Kalimati,2.0,28,41884000.0
17.65,1.103,Boudha,1.0,12,58679000.0
9.14,0.571,Baneshwor,0.0,28,31902000.0
11.74,0.734,Kirtipur,2.0,24,25801000.0
9.93,0.621,Koteshwor,2.0,16,34805000.0
14.41,0.901,Lazimpat,1.0,8,85832000.0
15.67,0.979,Kirtipur,3.0,26,34178000.0
12.84,0.802,Baneshwor,2.0,25,49779000.0
44.96,2.81,Naxal,0.0,1,289464000.0
2.35,0.147,Bhaktapur,3.0,26,10161000.0
5.78,0.361,Jhamsikhel,2.5,2,35108000.0
35.04,2.19,Gongabu,1.0,23,88246000.0
6.0,0.375,Sanepa,1.0,7,33080000.0
8.31,0.519,Bhaktapur,2.5,0,22994000.0
18.7,1.169,Sanepa,3.0,12,103079000.0
54.72,3.42,Kalimati,3.0,6,184553000.0
5.54,0.346,New Baneshwor,2.0,15,23465000.0
11.38,0.711,Jhamsikhel,1.0,27,54570000.0
8.04,0.502,Bhaktapur,1.0,22,18281000.0
10.14,0.634,Bhaktapur,1.0,12,21399000.0
3.56,0.223,Lazimpat,2.5,19,25293000.0
5.93,0.371,Baneshwor,2.0,11,25238000.0
17.6,1.1,New Baneshwor,3.0,16,69739000.0
5.3,0.331,Kirtipur,2.0,15,14902000.0
6.07,0.379,Chabahil,1.0,25,20404000.0
16.71,1.044,Sanepa,2.0,3,97298000.0
3.41,0.213,New Baneshwor,2.5,4,17812000.0
10.53,0.658,Kalanki,1.0,17,27534000.0
17.12,1.07,Kalanki,1.0,24,43635000.0
58.24,3.64,Kalanki,2.0,10,151673000.0
5.13,0.321,Sanepa,0.0,5,28071000.0
53.12,3.32,Kalimati,1.0,12,170911000.0
6.26,0.391,Kirtipur,2.0,7,16800000.0
3.11,0.194,Budhanilkantha,1.0,0,10456000.0
16.07,1.004,Kirtipur,2.0,25,34439000.0
11.26,0.704,Kirtipur,1.0,18,23905000.0
11.04,0.69,Gongabu,0.0,1,32563000.0
10.7,0.669,Naxal,2.5,9,70053000.0
8.49,0.531,Bhaktapur,2.0,1,21322000.0
2.62,0.164,New Baneshwor,2.5,24,12630000.0
9.03,0.564,Lazimpat,3.0,16,57108000.0
4.78,0.299,New Baneshwor,0.0,3,16778000.0
6.99,0.437,Kirtipur,1.0,29,13913000.0
19.26,1.204,Koteshwor,3.0,18,62922000.0
8.18,0.511,Kalanki,2.0,7,25225000.0
11.32,0.708,Chabahil,2.5,9,44188000.0
9.97,0.623,Gongabu,1.0,18,27435000.0
6.26,0.391,Bhaktapur,0.0,27,11365000.0
6.65,0.416,Baluwatar,0.0,12,41427000.0
13.28,0.83,Naxal,2.5,15,82640000.0
10.75,0.672,Baluwatar,1.0,5,74077000.0
6.42,0.401,Baluwatar,2.5,5,48856000.0
11.59,0.724,Baneshwor,2.0,2,51343000.0
42.88,2.68,Koteshwor,1.0,8,136326000.0
4.96,0.31,New Baneshwor,3.0,1,24531000.0
14.0,0.875,Kalimati,2.0,15,46047000.0
62.08,3.88,Sanepa,3.0,19,319478000.0
18.06,1.129,Gongabu,2.0,12,51978000.0
19.78,1.236,Lazimpat,2.0,2,122897000.0
6.22,0.389,Budhanilkantha,2.0,10,20372000.0
8.15,0.509,Baluwatar,1.0,1,57563000.0
13.09,0.818,Kalimati,1.0,0,46500000.0
8.64,0.54,Baneshwor,1.0,22,33225000.0
18.16,1.135,Gongabu,0.0,26,42898000.0
16.65,1.041,Jhamsikhel,1.0,1,92854000.0
5.29,0.331,Kalanki,1.0,26,14444000.0
6.92,0.432,Koteshwor,0.0,13,21718000.0
8.15,0.509,New Baneshwor,2.0,19,32271000.0
16.73,1.046,Boudha,2.0,19,57332000.0
16.75,1.047,Baneshwor,1.0,0,71838000.0
12.94,0.809,Boudha,3.0,24,43175000.0
2.56,0.16,Baneshwor,2.5,21,13893000.0
5.72,0.357,Lazimpat,2.5,7,37983000.0
6.69,0.418,Gongabu,3.0,12,22026000.0
18.52,1.157,New Baneshwor,1.0,29,61614000.0
18.25,1.141,Boudha,1.0,14,60597000.0
7.76,0.485,Budhanilkantha,3.0,9,23734000.0
4.11,0.257,Bhaktapur,2.5,28,12076000.0
3.42,0.214,Kirtipur,3.0,20,13037000.0
12.52,0.782,Kirtipur,2.0,20,28743000.0
8.1,0.506,Boudha,2.5,0,30789000.0
18.52,1.157,Boudha,2.5,5,66129000.0
12.03,0.752,Lazimpat,1.0,9,70855000.0
10.05,0.628,Kalimati,0.0,16,31389000.0
7.23,0.452,Bhaktapur,2.0,29,16917000.0
5.32,0.333,Jhamsikhel,2.0,5,31769000.0
3.38,0.211,Jhamsikhel,0.0,20,17989000.0
19.02,1.189,Baluwatar,2.5,12,124727000.0
16.73,1.046,Budhanilkantha,3.0,25,44811000.0
7.07,0.442,Koteshwor,2.0,16,23437000.0
19.04,1.19,Jhamsikhel,2.0,12,99230000.0
6.86,0.429,Jhamsikhel,2.0,25,36896000.0
6.77,0.423,Sanepa,2.0,9,39844000.0
16.44,1.028,Chabahil,2.0,15,57976000.0
4.72,0.295,Kirtipur,2.0,10,14013000.0
13.17,0.823,Kalimati,2.0,19,45428000.0
55.52,3.47,Naxal,2.0,18,322549000.0
50.4,3.15,Boudha,2.0,29,148796000.0
19.88,1.242,Baneshwor,2.0,10,80949000.0
14.24,0.89,Kirtipur,2.5,24,32360000.0
13.98,0.874,Chabahil,1.0,20,45423000.0
3.11,0.194,Boudha,2.0,7,13021000.0
13.69,0.856,Sanepa,0.0,17,69433000.0
17.94,1.121,Chabahil,2.0,13,64121000.0
7.97,0.498,Jhamsikhel,2.0,14,43170000.0
6.34,0.396,Gongabu,2.0,13,20196000.0
16.16,1.01,Koteshwor,1.0,4,53408000.0
61.12,3.82,Kalimati,2.0,27,179933000.0
2.92,0.182,Kirtipur,3.0,9,10419000.0
16.46,1.029,Jhamsikhel,2.0,29,78957000.0
4.73,0.296,Budhanilkantha,2.0,1,17624000.0
43.2,2.7,New Baneshwor,3.0,17,158253000.0
9.02,0.564,Kalimati,2.0,6,33338000.0
17.18,1.074,Budhanilkantha,2.0,15,44972000.0
18.09,1.131,Koteshwor,1.0,28,51856000.0
12.92,0.807,Kalanki,1.0,15,32910000.0
3.55,0.222,Kalanki,3.0,18,12892000.0
11.9,0.744,Kalimati,2.0,27,36257000.0
17.89,1.118,Budhanilkantha,3.0,18,47852000.0
8.14,0.509,Baneshwor,2.0,11,36856000.0
13.96,0.873,Kirtipur,2.0,28,32179000.0
12.92,0.807,Lazimpat,1.0,5,79245000.0
11.16,0.698,Koteshwor,2.5,0,41363000.0
37.92,2.37,Lazimpat,2.0,9,220037000.0
19.36,1.21,Koteshwor,1.0,14,58967000.0
2.32,0.145,Koteshwor,2.0,15,10217000.0
4.95,0.309,Chabahil,2.0,7,19133000.0
17.27,1.079,Bhaktapur,2.0,0,38702000.0
7.7,0.481,Jhamsikhel,3.0,0,48212000.0
46.4,2.9,Lazimpat,2.0,18,257207000.0
31.84,1.99,Baluwatar,1.0,7,210301000.0
6.27,0.392,Gongabu,2.5,24,20680000.0
9.59,0.599,Baneshwor,2.5,13,40951000.0
13.97,0.873,Jhamsikhel,2.0,2,78582000.0
16.5,1.031,Budhanilkantha,0.0,19,40805000.0
2.18,0.136,Chabahil,2.0,26,11192000.0
